PF,Anthony Davis,49.2,19,NO@DAL,"$11,400"
SG,James Harden,44.3,20,HOU@GS,"$10,300"
PG,Stephen Curry,41.9,20,HOU@GS,"$10,200"
PG,Chris Paul,40.8,20,LAC@IND,"$10,100"
PF,Blake Griffin,38.4,20,LAC@IND,"$9,900"
PG,John Wall,41.1,20,WAS@ORL,"$9,900"
PF,LaMarcus Aldridge,39.7,19,POR@MIN,"$9,700"
SF,Carmelo Anthony,35.6,20,NY@SA,"$9,500"
PG,Michael Carter-Williams,34.8,13,PHI@ATL,"$9,400"
PF,Pau Gasol,40.3,17,BKN@CHI,"$9,300"
C,Dwight Howard,37.2,10,HOU@GS,"$9,100"
PG,Ty Lawson,35.8,20,MIA@DEN,"$9,000"
C,Nikola Vucevic,36.6,19,WAS@ORL,"$8,500"
C,Chris Bosh,36,20,MIA@DEN,"$8,500"
PG,Damian Lillard,36.1,20,POR@MIN,"$8,400"
PF,Paul Millsap,34.7,20,PHI@ATL,"$8,400"
PG,Rajon Rondo,33.7,18,BOS@CHA,"$8,400"
C,Al Jefferson,33.5,20,BOS@CHA,"$8,300"
SG,Dwyane Wade,34.6,13,MIA@DEN,"$8,100"
SG,Jimmy Butler,35.5,18,BKN@CHI,"$8,100"
PF,Tim Duncan,34.8,18,NY@SA,"$8,000"
SG,Monta Ellis,32.5,22,NO@DAL,"$7,800"
C,Joakim Noah,29.5,17,BKN@CHI,"$7,800"
SG,Klay Thompson,32.8,19,HOU@GS,"$7,700"
PG,Deron Williams,31.3,19,BKN@CHI,"$7,700"
PF,Dirk Nowitzki,30.2,20,NO@DAL,"$7,500"
C,Marcin Gortat,29.2,20,WAS@ORL,"$7,400"
PG,Jeff Teague,31.9,20,PHI@ATL,"$7,300"
SF,Draymond Green,29.4,20,HOU@GS,"$7,300"
C,DeAndre Jordan,30,20,LAC@IND,"$7,200"
SF,Kawhi Leonard,30.1,19,NY@SA,"$7,200"
PG,Kemba Walker,30.4,20,BOS@CHA,"$7,200"
SG,Tyreke Evans,31,19,NO@DAL,"$7,200"
SF,Tobias Harris,32.2,21,WAS@ORL,"$7,200"
PG,Jrue Holiday,30.6,19,NO@DAL,"$7,200"
C,Tyson Chandler,30.3,22,NO@DAL,"$7,100"
PF,David Lee,5,1,HOU@GS,"$7,000"
SF,Jeff Green,28.9,19,BOS@CHA,"$6,900"
C,Al Horford,27.9,20,PHI@ATL,"$6,900"
PG,Ricky Rubio,30.5,5,POR@MIN,"$6,800"
C,Brook Lopez,27.2,16,BKN@CHI,"$6,800"
PG,Tony Wroten,31.6,15,PHI@ATL,"$6,800"
PF,Jared Sullinger,31.1,19,BOS@CHA,"$6,700"
PG,Derrick Rose,25.1,12,BKN@CHI,"$6,700"
SF,Nicolas Batum,26.8,16,POR@MIN,"$6,700"
SG,Brad Beal,22.5,11,WAS@ORL,"$6,600"
SG,Kevin Martin,27.1,9,POR@MIN,"$6,600"
C,Gorgui Dieng,24.3,20,POR@MIN,"$6,600"
C,Nikola Pekovic,23.1,9,POR@MIN,"$6,500"
SG,Lance Stephenson,27,20,BOS@CHA,"$6,500"
SG,Victor Oladipo,25.4,14,WAS@ORL,"$6,500"
C,Andrew Bogut,26.7,20,HOU@GS,"$6,500"
SF,Chandler Parsons,26.3,22,NO@DAL,"$6,500"
C,Roy Hibbert,27.7,17,LAC@IND,"$6,400"
PF,David West,24.4,6,LAC@IND,"$6,400"
PF,Amar'e Stoudemire,24.7,21,NY@SA,"$6,300"
PF,Thaddeus Young,24.8,15,POR@MIN,"$6,300"
PG,Tony Parker,25.5,18,NY@SA,"$6,300"
SG,Joe Johnson,27.8,18,BKN@CHI,"$6,200"
SF,Wilson Chandler,25,21,MIA@DEN,"$6,200"
PF,Terrence Jones,28.8,4,HOU@GS,"$6,200"
PG,Mario Chalmers,25.4,20,MIA@DEN,"$6,100"
SG,Wesley Matthews,25.5,20,POR@MIN,"$6,100"
SF,Trevor Ariza,26.6,20,HOU@GS,"$6,100"
SF,Luol Deng,23.1,18,MIA@DEN,"$5,900"
PF,Donatas Motiejunas,19.1,20,HOU@GS,"$5,900"
SF,Paul Pierce,23.7,20,WAS@ORL,"$5,800"
PF,Ryan Anderson,23.8,19,NO@DAL,"$5,700"
SG,Kyle Korver,24,20,PHI@ATL,"$5,700"
C,Timofey Mozgov,22.5,21,MIA@DEN,"$5,700"
PF,Taj Gibson,24,13,BKN@CHI,"$5,700"
PF,Nerlens Noel,22,17,PHI@ATL,"$5,600"
C,Kelly Olynyk,22.1,19,BOS@CHA,"$5,600"
PG,Mo Williams,22.6,16,POR@MIN,"$5,500"
PG,Jose Calderon,18.1,9,NY@SA,"$5,500"
C,Robin Lopez,23.2,20,POR@MIN,"$5,500"
PF,Kenneth Faried,21.5,19,MIA@DEN,"$5,500"
SF,Andrew Wiggins,18.8,20,POR@MIN,"$5,500"
SG,Jamal Crawford,24.2,19,LAC@IND,"$5,500"
SG,Danny Green,23.2,20,NY@SA,"$5,400"
SG,Rodney Stuckey,20.2,14,LAC@IND,"$5,400"
PF,Nene Hilario,20.9,13,WAS@ORL,"$5,400"
C,Omer Asik,23.5,15,NO@DAL,"$5,300"
SF,K.J. McDaniels,19.8,20,PHI@ATL,"$5,300"
PG,Patrick Beverley,23.8,8,HOU@GS,"$5,300"
SF,Harrison Barnes,21.5,20,HOU@GS,"$5,300"
SG,Arron Afflalo,20.3,21,MIA@DEN,"$5,300"
PG,George Hill,21.3,76,LAC@IND,"$5,200"
SF,DeMarre Carroll,22.3,16,PHI@ATL,"$5,200"
PF,Marreese Speights,20.4,19,HOU@GS,"$5,200"
SF,Solomon Hill,21.4,21,LAC@IND,"$5,100"
SG,Manu Ginobili,21.8,18,NY@SA,"$5,100"
C,Kyle O'Quinn,20.2,8,WAS@ORL,"$5,100"
PF,Andrea Bargnani,23,42,NY@SA,"$5,100"
SG,Iman Shumpert,19.9,21,NY@SA,"$5,100"
SG,J.J. Redick,18.2,20,LAC@IND,"$5,000"
PG,Zach LaVine,16.1,17,POR@MIN,"$5,000"
PF,Luis Scola,20.6,21,LAC@IND,"$5,000"
PF,Kevin Garnett,20.7,17,BKN@CHI,"$5,000"
SF,Evan Turner,19.3,19,BOS@CHA,"$4,900"
PF,Kris Humphries,18.4,19,WAS@ORL,"$4,900"
SG,Avery Bradley,18.5,19,BOS@CHA,"$4,900"
PG,Donald Sloan,22.2,19,LAC@IND,"$4,900"
SF,Corey Brewer,21.7,20,POR@MIN,"$4,900"
SF,Shabazz Muhammad,15.8,20,POR@MIN,"$4,900"
PF,Nikola Mirotic,16.1,20,BKN@CHI,"$4,900"
SF,Martell Webster,15.7,78,WAS@ORL,"$4,900"
SG,Evan Fournier,20.8,22,WAS@ORL,"$4,900"
C,Henry Sims,19.2,20,PHI@ATL,"$4,800"
PG,Nate Robinson,9.9,19,MIA@DEN,"$4,800"
PG,Elfrid Payton,19,23,WAS@ORL,"$4,800"
PF,Darrell Arthur,15.2,20,MIA@DEN,"$4,800"
SF,Michael Kidd-Gilchrist,19.4,6,BOS@CHA,"$4,800"
SF,Mike Dunleavy,18.7,20,BKN@CHI,"$4,800"
PG,Isaiah Canaan,14.9,14,HOU@GS,"$4,800"
PF,J.J. Hickson,19,13,MIA@DEN,"$4,700"
C,Brandan Wright,19.1,22,NO@DAL,"$4,700"
SG,Eric Gordon,16.7,12,NO@DAL,"$4,700"
SF,Luc Richard Mbah a Moute,18.6,19,PHI@ATL,"$4,700"
C,Tiago Splitter,13.8,1,NY@SA,"$4,700"
PG,Cory Joseph,16.2,18,NY@SA,"$4,700"
PG,Raymond Felton,23,65,NO@DAL,"$4,700"
PF,Boris Diaw,19.8,20,NY@SA,"$4,700"
PF,Mirza Teletovic,19.7,19,BKN@CHI,"$4,600"
PG,Patrick Mills,16.6,81,NY@SA,"$4,600"
PG,Marcus Smart,14.4,8,BOS@CHA,"$4,600"
PF,Anthony Bennett,15,19,POR@MIN,"$4,600"
C,Chris Kaman,20.4,20,POR@MIN,"$4,600"
SF,Kostas Papanikolaou,17.2,19,HOU@GS,"$4,500"
PF,Cody Zeller,17.7,20,BOS@CHA,"$4,500"
PF,Channing Frye,18.1,22,WAS@ORL,"$4,400"
PG,Kirk Hinrich,17.1,18,BKN@CHI,"$4,400"
PG,Jameer Nelson,16.9,19,NO@DAL,"$4,400"
PF,Brandon Bass,15.8,19,BOS@CHA,"$4,400"
PG,Devin Harris,18.8,20,NO@DAL,"$4,300"
SG,J.R. Smith,17.4,20,NY@SA,"$4,300"
SF,Rasual Butler,16.3,16,WAS@ORL,"$4,300"
SG,Randy Foye,13.4,11,MIA@DEN,"$4,200"
SF,Andre Iguodala,15.7,20,HOU@GS,"$4,200"
SF,Matt Barnes,14.7,18,LAC@IND,"$4,200"
SG,Marco Belinelli,12.3,12,NY@SA,"$4,200"
SF,Chris Copeland,16.7,21,LAC@IND,"$4,200"
C,Tyler Zeller,16.2,19,BOS@CHA,"$4,100"
C,Lavoy Allen,18.7,20,LAC@IND,"$4,100"
SF,Robert Covington,14.3,11,PHI@ATL,"$4,100"
PG,Alexey Shved,17.2,13,PHI@ATL,"$4,100"
PF,Josh McRoberts,9.7,16,MIA@DEN,"$4,100"
PF,Dante Cunningham,9.2,3,NO@DAL,"$4,100"
PG,Jarrett Jack,17.9,19,BKN@CHI,"$4,100"
PG,Shaun Livingston,11.4,20,HOU@GS,"$4,100"
SG,Jason Terry,15.7,20,HOU@GS,"$4,100"
PG,Dennis Schroeder,16,19,PHI@ATL,"$4,000"
C,Mason Plumlee,13.1,19,BKN@CHI,"$4,000"
C,Spencer Hawes,15.3,20,LAC@IND,"$4,000"
PG,C.J. Watson,18.8,6,LAC@IND,"$3,900"
C,Aron Baynes,14.2,20,NY@SA,"$3,900"
PG,Jose Juan Barea,17.1,21,NO@DAL,"$3,900"
SF,Gerald Henderson,13.2,18,BOS@CHA,"$3,900"
C,Dewayne Dedmon,10.1,15,WAS@ORL,"$3,900"
SF,Bojan Bogdanovic,14.6,19,BKN@CHI,"$3,900"
SF,C.J. Miles,12.7,14,LAC@IND,"$3,800"
PF,Tarik Black,12,18,HOU@GS,"$3,800"
SG,Tim Hardaway Jr.,11.9,22,NY@SA,"$3,800"
C,Ian Mahinmi,13.9,20,LAC@IND,"$3,800"
SF,Shawne Williams,17.2,20,MIA@DEN,"$3,800"
PF,Noah Vonleh,6.5,3,BOS@CHA,"$3,800"
PG,Norris Cole,15.3,16,MIA@DEN,"$3,800"
PG,Steve Blake,14.2,20,POR@MIN,"$3,800"
SG,Gary Neal,17.9,14,BOS@CHA,"$3,800"
PF,Elton Brand,10.5,4,PHI@ATL,"$3,700"
PG,Aaron Brooks,16.1,20,BKN@CHI,"$3,700"
SG,P.J. Hairston,10.3,13,BOS@CHA,"$3,700"
C,Samuel Dalembert,14.8,22,NY@SA,"$3,700"
SF,Quincy Acy,13.4,19,NY@SA,"$3,700"
SG,Jason Richardson,20,33,PHI@ATL,"$3,700"
SF,Al-Farouq Aminu,13.3,22,NO@DAL,"$3,600"
PF,Jeff Adrien,10.7,4,POR@MIN,"$3,600"
PG,Phil (Flip) Pressey,8.5,11,BOS@CHA,"$3,600"
SF,Dorell Wright,5.3,8,POR@MIN,"$3,600"
SF,Jae Crowder,6.2,20,NO@DAL,"$3,600"
C,Joey Dorsey,7.7,15,HOU@GS,"$3,600"
PF,Adreian Payne,0,0,PHI@ATL,"$3,600"
C,Bismack Biyombo,13.8,13,BOS@CHA,"$3,600"
C,Vitor Faverani,10.3,37,BOS@CHA,"$3,600"
C,Jerome Jordan,6.8,16,BKN@CHI,"$3,600"
C,Meyers Leonard,8.1,6,POR@MIN,"$3,600"
SF,Hollis Thompson,15.1,20,PHI@ATL,"$3,600"
PG,Troy Daniels,2.6,13,HOU@GS,"$3,500"
PF,Malcolm Thomas,11.1,5,PHI@ATL,"$3,500"
SF,Victor Claver,5.4,21,POR@MIN,"$3,500"
PF,Aaron Gordon,11,11,WAS@ORL,"$3,500"
SG,C.J. Wilcox,4.5,2,LAC@IND,"$3,500"
SF,James Young,3.4,5,BOS@CHA,"$3,500"
SF,Justin Holiday,1.7,9,HOU@GS,"$3,500"
C,Joel Embiid,0,0,PHI@ATL,"$3,500"
SG,John Jenkins,14.2,1,PHI@ATL,"$3,500"
SF,Jeffery Taylor,12.5,26,BOS@CHA,"$3,500"
C,Festus Ezeli,7.5,14,HOU@GS,"$3,500"
C,Shayne Whittington,6.8,7,LAC@IND,"$3,500"
PF,Travis Wear,5.1,17,NY@SA,"$3,500"
SF,Damjan Rudez,7,20,LAC@IND,"$3,500"
PF,Clint Capela,3.2,3,HOU@GS,"$3,500"
C,Ognjen Kuzmic,1.9,7,HOU@GS,"$3,500"
PF,Greg Smith,3.1,12,NO@DAL,"$3,500"
C,Jusuf Nurkic,8.9,9,MIA@DEN,"$3,500"
PF,Mike Scott,11.2,19,PHI@ATL,"$3,500"
SG,Erick Green,3.9,5,MIA@DEN,"$3,500"
C,Joel Freeland,7.4,17,POR@MIN,"$3,500"
SG,C.J. McCollum,8.3,11,POR@MIN,"$3,500"
SG,Ricky Ledo,2.2,11,NO@DAL,"$3,500"
SG,Sergey Karasev,3.6,7,BKN@CHI,"$3,500"
SF,Doug McDermott,5,17,BKN@CHI,"$3,500"
SG,Alan Anderson,8.1,19,BKN@CHI,"$3,500"
SG,Gary Harris,7.5,9,MIA@DEN,"$3,500"
SF,Kyle Anderson,6.3,10,NY@SA,"$3,500"
PF,Jerami Grant,8,5,PHI@ATL,"$3,500"
PG,Brian Roberts,11.7,20,BOS@CHA,"$3,500"
SG,Kent Bazemore,5.7,15,PHI@ATL,"$3,500"
SF,Cleanthony Early,5.1,7,NY@SA,"$3,500"
PF,Mike Muscala,8,6,PHI@ATL,"$3,500"
PF,Brandon Davies,13.6,20,PHI@ATL,"$3,500"
PG,Gal Mekel,7.5,2,NO@DAL,"$3,500"
SG,Will Barton,5.3,12,POR@MIN,"$3,500"
SF,Glenn Robinson III,3.4,8,POR@MIN,"$3,500"
C,Pero Antic,10.4,18,PHI@ATL,"$3,500"
SF,James Ennis,8.7,20,MIA@DEN,"$3,500"
PG,Pablo Prigioni,11.8,20,NY@SA,"$3,500"
PF,Cameron Bairstow,1.8,4,BKN@CHI,"$3,500"
SG,Nemanja Nedovic,2.2,24,HOU@GS,"$3,500"
SG,Tony Snell,4.1,17,BKN@CHI,"$3,500"
SF,Drew Gordon,4,9,PHI@ATL,"$3,500"
PF,Andrew Nicholson,5,12,WAS@ORL,"$3,500"
SF,Luke Babbitt,7.1,15,NO@DAL,"$3,500"
SG,Leandro Barbosa,10.2,18,HOU@GS,"$3,500"
PG,Andre Miller,10.4,20,WAS@ORL,"$3,500"
SF,Richard Jefferson,8,18,NO@DAL,"$3,500"
PF,Jason Smith,9.9,22,NY@SA,"$3,500"
SG,Willie Green,6.6,19,WAS@ORL,"$3,500"
SF,Danilo Gallinari,12.8,21,MIA@DEN,"$3,500"
SG,Thabo Sefolosha,14,18,PHI@ATL,"$3,500"
C,Matt Bonner,12.1,14,NY@SA,"$3,500"
SF,Hedo Turkoglu,5.3,16,LAC@IND,"$3,500"
C,Nazr Mohammed,6.9,4,BKN@CHI,"$3,500"
PF,Jeff Ayres,5.6,14,NY@SA,"$3,500"
SF,Chase Budinger,8.1,18,POR@MIN,"$3,500"
SF,Francisco Garcia,7.6,14,HOU@GS,"$3,500"
C,Alexis Ajinca,8.7,14,NO@DAL,"$3,500"
SF,Andrei Kirilenko,2.2,7,BKN@CHI,"$3,500"
C,JaVale McGee,10.6,14,MIA@DEN,"$3,500"
SF,Chris Douglas-Roberts,4.5,4,LAC@IND,"$3,500"
PG,Luke Ridnour,10.9,16,WAS@ORL,"$3,500"
SF,John Salmons,6.7,12,NO@DAL,"$3,500"
PF,Drew Gooden,11.7,13,WAS@ORL,"$3,500"
C,Chris Andersen,7.7,9,MIA@DEN,"$3,500"
PG,Jannero Pargo,6.2,6,BOS@CHA,"$3,500"
SF,Gerald Wallace,1.5,8,BOS@CHA,"$3,500"
PF,Marvin Williams,12.3,18,BOS@CHA,"$3,500"
PF,Glen Davis,6.7,15,LAC@IND,"$3,500"
SG,Ben Gordon,9.8,20,WAS@ORL,"$3,500"
SF,Austin Daye,8.1,13,NY@SA,"$3,500"
SG,Brandon Rush,3.1,11,HOU@GS,"$3,500"
PG,Jordan Farmar,9.2,18,LAC@IND,"$3,500"
PF,Udonis Haslem,9.6,12,MIA@DEN,"$3,500"
SG,Danny Granger,5.5,4,MIA@DEN,"$3,500"
C,Ronny Turiaf,2.1,2,POR@MIN,"$3,500"
PF,Charlie Villanueva,3.9,12,NO@DAL,"$3,500"
C,Jason Maxiell,5.3,15,BOS@CHA,"$3,500"
C,DeJuan Blair,2.3,6,WAS@ORL,"$3,500"
SG,Marcus Thornton,11.3,18,BOS@CHA,"$3,500"
PF,Thomas Robinson,6.1,8,POR@MIN,"$3,500"
C,Jeff Withey,6,11,NO@DAL,"$3,500"
SG,Darius Miller,1.4,5,NO@DAL,"$3,500"
SG,Roy Devyn Marble,1.3,4,WAS@ORL,"$3,500"
SG,Glen Rice Jr.,3.4,5,WAS@ORL,"$3,500"
C,Patric Young,0,0,NO@DAL,"$3,500"
SF,Otto Porter,13.3,19,WAS@ORL,"$3,500"
PG,Russ Smith,-0.9,3,NO@DAL,"$3,500"
C,Justin Hamilton,6.1,10,MIA@DEN,"$3,500"
SF,Robbie Hummel,7.8,16,POR@MIN,"$3,500"
SF,Maurice Harkless,9.5,13,WAS@ORL,"$3,500"
PF,Jakarr Sampson,5.5,14,PHI@ATL,"$3,500"
SG,Jared Cunningham,3.1,13,LAC@IND,"$3,500"
SG,Markel Brown,4.6,3,BKN@CHI,"$3,500"
PG,Shane Larkin,12.5,20,NY@SA,"$3,500"
SF,Reggie Bullock,5.3,12,LAC@IND,"$3,500"
SG,Austin Rivers,12.8,19,NO@DAL,"$3,500"
SG,Andre Dawkins,1.1,3,MIA@DEN,"$3,500"
C,Cole Aldrich,8.3,13,NY@SA,"$3,500"
C,Hassan Whiteside,0.6,2,MIA@DEN,"$3,500"
PG,Jimmer Fredette,3.7,12,NO@DAL,"$3,500"
C,Ekpe Udoh,1.6,9,LAC@IND,"$3,500"
PF,Kevin Seraphin,11.5,19,WAS@ORL,"$3,500"
PG,Garrett Temple,12.1,18,WAS@ORL,"$3,500"
SF,Alonzo Gee,10.2,15,MIA@DEN,"$3,500"
PG,Shelvin Mack,10.1,19,PHI@ATL,"$3,500"
SG,Malcolm Lee,11.3,16,PHI@ATL,"$3,500"
PG,Jorge Gutierrez,3.4,9,BKN@CHI,"$3,500"
PG,Shabazz Napier,12.8,20,MIA@DEN,"$3,500"
SG,Allen Crabbe,8.3,15,POR@MIN,"$3,500"
PF,Cory Jefferson,4.7,8,BKN@CHI,"$3,500"
PG,E'Twaun Moore,2.7,8,BKN@CHI,"$3,500"
SG,Nick Johnson,5.9,9,HOU@GS,"$3,500"
PF,Dwight Powell,3.1,3,BOS@CHA,"$3,500"